id,location_name,location_area,location_state,location_art
6456,Eydelstedt,Landkreis Diepholz,Niedersachsen,de
6457,Freistatt,Landkreis Diepholz,Niedersachsen,de
6458,Hemsloh,Landkreis Diepholz,Niedersachsen,de
6459,Hüde,Landkreis Diepholz,Niedersachsen,de
6460,Kirchdorf,Landkreis Diepholz,Niedersachsen,de
6461,Lembruch,Landkreis Diepholz,Niedersachsen,de
6462,Lemförde,Landkreis Diepholz,Niedersachsen,de
6463,Maasen,Landkreis Diepholz,Niedersachsen,de
6464,Marl,Landkreis Diepholz,Niedersachsen,de
6465,Martfeld,Landkreis Diepholz,Niedersachsen,de
6466,Mellinghausen,Landkreis Diepholz,Niedersachsen,de
6467,Neuenkirchen,Landkreis Diepholz,Niedersachsen,de
6468,Quernheim,Landkreis Diepholz,Niedersachsen,de
6469,Rehden,Landkreis Diepholz,Niedersachsen,de
6470,Scholen,Landkreis Diepholz,Niedersachsen,de
6471,Schwaförden,Landkreis Diepholz,Niedersachsen,de
6472,Schwarme,Landkreis Diepholz,Niedersachsen,de
6473,Siedenburg,Landkreis Diepholz,Niedersachsen,de
6474,Staffhorst,Landkreis Diepholz,Niedersachsen,de
6475,Stemshorn,Landkreis Diepholz,Niedersachsen,de
6476,Stuhr,Landkreis Diepholz,Niedersachsen,de
6477,Sudwalde,Landkreis Diepholz,Niedersachsen,de
6478,Süstedt,Landkreis Diepholz,Niedersachsen,de
6479,Sulingen,Landkreis Diepholz,Niedersachsen,de
6480,Syke,Landkreis Diepholz,Niedersachsen,de
6481,Twistringen,Landkreis Diepholz,Niedersachsen,de
6482,Varrel,Landkreis Diepholz,Niedersachsen,de
6483,Wagenfeld,Landkreis Diepholz,Niedersachsen,de
6484,Wehrbleck,Landkreis Diepholz,Niedersachsen,de
6485,Wetschen,Landkreis Diepholz,Niedersachsen,de
6486,Weyhe,Landkreis Diepholz,Niedersachsen,de
6487,Ahausen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6488,Alfstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6489,Anderlingen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6490,Basdahl,Landkreis Rotenburg (Wümme),Niedersachsen,de
6491,Bötersen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6492,Bothel,Landkreis Rotenburg (Wümme),Niedersachsen,de
6493,Breddorf,Landkreis Rotenburg (Wümme),Niedersachsen,de
6494,Bremervörde,Landkreis Rotenburg (Wümme),Niedersachsen,de
6495,Brockel,Landkreis Rotenburg (Wümme),Niedersachsen,de
6496,Bülstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6497,Deinstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6498,Ebersdorf,Landkreis Rotenburg (Wümme),Niedersachsen,de
6499,Elsdorf,Landkreis Rotenburg (Wümme),Niedersachsen,de
6500,Farven,Landkreis Rotenburg (Wümme),Niedersachsen,de
6501,Fintel,Landkreis Rotenburg (Wümme),Niedersachsen,de
6502,Gnarrenburg,Landkreis Rotenburg (Wümme),Niedersachsen,de
6503,Groß Meckelsen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6504,Gyhum,Landkreis Rotenburg (Wümme),Niedersachsen,de
6505,Hamersen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6506,Hassendorf,Landkreis Rotenburg (Wümme),Niedersachsen,de
6507,Heeslingen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6508,Hellwege,Landkreis Rotenburg (Wümme),Niedersachsen,de
6509,Helvesiek,Landkreis Rotenburg (Wümme),Niedersachsen,de
6510,Hemsbünde,Landkreis Rotenburg (Wümme),Niedersachsen,de
6511,Hemslingen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6512,Hepstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6513,Hipstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6514,Horstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6515,Kalbe,Landkreis Rotenburg (Wümme),Niedersachsen,de
6516,Kirchtimke,Landkreis Rotenburg (Wümme),Niedersachsen,de
6517,Kirchwalsede,Landkreis Rotenburg (Wümme),Niedersachsen,de
6518,Klein Meckelsen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6519,Lauenbrück,Landkreis Rotenburg (Wümme),Niedersachsen,de
6520,Lengenbostel,Landkreis Rotenburg (Wümme),Niedersachsen,de
6521,Oerel,Landkreis Rotenburg (Wümme),Niedersachsen,de
6522,Ostereistedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6523,Reeßum,Landkreis Rotenburg (Wümme),Niedersachsen,de
6524,Rhade,Landkreis Rotenburg (Wümme),Niedersachsen,de
6525,Rotenburg (Wümme),Landkreis Rotenburg (Wümme),Niedersachsen,de
6526,Sandbostel,Landkreis Rotenburg (Wümme),Niedersachsen,de
6527,Scheeßel,Landkreis Rotenburg (Wümme),Niedersachsen,de
6528,Seedorf,Landkreis Rotenburg (Wümme),Niedersachsen,de
6529,Selsingen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6530,Sittensen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6531,Sottrum,Landkreis Rotenburg (Wümme),Niedersachsen,de
6532,Stemmen,Landkreis Rotenburg (Wümme),Niedersachsen,de
6533,Tarmstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6534,Tiste,Landkreis Rotenburg (Wümme),Niedersachsen,de
6535,Vahlde,Landkreis Rotenburg (Wümme),Niedersachsen,de
6536,Vierden,Landkreis Rotenburg (Wümme),Niedersachsen,de
6537,Visselhövede,Landkreis Rotenburg (Wümme),Niedersachsen,de
6538,Vorwerk,Landkreis Rotenburg (Wümme),Niedersachsen,de
6539,Westertimke,Landkreis Rotenburg (Wümme),Niedersachsen,de
6540,Westerwalsede,Landkreis Rotenburg (Wümme),Niedersachsen,de
6541,Wilstedt,Landkreis Rotenburg (Wümme),Niedersachsen,de
6542,Wohnste,Landkreis Rotenburg (Wümme),Niedersachsen,de
6543,Zeven,Landkreis Rotenburg (Wümme),Niedersachsen,de
6544,Ahlden (Aller),Landkreis Soltau-Fallingbostel,Niedersachsen,de
6545,Bispingen,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6546,Böhme,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6547,Bomlitz,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6548,Buchholz (Aller),Landkreis Soltau-Fallingbostel,Niedersachsen,de
6549,Eickeloh,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6550,Essel,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6551,Fallingbostel,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6552,Frankenfeld,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6553,Gilten,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6554,Grethem,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6555,Hademstorf,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6556,Häuslingen,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6557,Hodenhagen,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6558,Lindwedel,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6559,Munster,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6560,Neuenkirchen,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6561,Rethem (Aller),Landkreis Soltau-Fallingbostel,Niedersachsen,de
6562,Schneverdingen,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6563,Schwarmstedt,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6564,Soltau,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6565,Walsrode,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6566,Wietzendorf,Landkreis Soltau-Fallingbostel,Niedersachsen,de
6567,Altenmedingen,Landkreis Uelzen,Niedersachsen,de
6568,Bad Bevensen,Landkreis Uelzen,Niedersachsen,de
6569,Bad Bodenteich,Landkreis Uelzen,Niedersachsen,de
6570,Barum,Landkreis Uelzen,Niedersachsen,de
6571,Bienenbüttel,Landkreis Uelzen,Niedersachsen,de
6572,Ebstorf,Landkreis Uelzen,Niedersachsen,de
6573,Eimke,Landkreis Uelzen,Niedersachsen,de
6574,Emmendorf,Landkreis Uelzen,Niedersachsen,de
6575,Gerdau,Landkreis Uelzen,Niedersachsen,de
6576,Hanstedt I,Landkreis Uelzen,Niedersachsen,de
6577,Himbergen,Landkreis Uelzen,Niedersachsen,de
6578,Jelmstorf,Landkreis Uelzen,Niedersachsen,de
6579,Lüder,Landkreis Uelzen,Niedersachsen,de
6580,Natendorf,Landkreis Uelzen,Niedersachsen,de
6581,Oetzen,Landkreis Uelzen,Niedersachsen,de
6582,Rätzlingen,Landkreis Uelzen,Niedersachsen,de
6583,Römstedt,Landkreis Uelzen,Niedersachsen,de
6584,Rosche,Landkreis Uelzen,Niedersachsen,de
6585,Schwienau,Landkreis Uelzen,Niedersachsen,de
6586,Soltendieck,Landkreis Uelzen,Niedersachsen,de
6587,Stadensen,Landkreis Uelzen,Niedersachsen,de
6588,Stoetze,Landkreis Uelzen,Niedersachsen,de
6589,Suderburg,Landkreis Uelzen,Niedersachsen,de
6590,Suhlendorf,Landkreis Uelzen,Niedersachsen,de
6591,Uelzen,Landkreis Uelzen,Niedersachsen,de
6592,Weste,Landkreis Uelzen,Niedersachsen,de
6593,Wieren,Landkreis Uelzen,Niedersachsen,de
6594,Wrestedt,Landkreis Uelzen,Niedersachsen,de
6595,Wriedel,Landkreis Uelzen,Niedersachsen,de
6596,Achim,Landkreis Verden,Niedersachsen,de
6597,Blender,Landkreis Verden,Niedersachsen,de
6598,Dörverden,Landkreis Verden,Niedersachsen,de
6599,Emtinghausen,Landkreis Verden,Niedersachsen,de
6600,Kirchlinteln,Landkreis Verden,Niedersachsen,de
6601,Langwedel,Landkreis Verden,Niedersachsen,de
6602,Morsum,Landkreis Verden,Niedersachsen,de
6603,Ottersberg,Landkreis Verden,Niedersachsen,de
6604,Oyten,Landkreis Verden,Niedersachsen,de
6605,Riede,Landkreis Verden,Niedersachsen,de
6606,Thedinghausen,Landkreis Verden,Niedersachsen,de
6607,Verden (Aller),Landkreis Verden,Niedersachsen,de
6608,Beckeln,Landkreis Oldenburg,Niedersachsen,de
6609,Colnrade,Landkreis Oldenburg,Niedersachsen,de
6610,Dötlingen,Landkreis Oldenburg,Niedersachsen,de
6611,Dünsen,Landkreis Oldenburg,Niedersachsen,de
6612,Ganderkesee,Landkreis Oldenburg,Niedersachsen,de
6613,Großenkneten,Landkreis Oldenburg,Niedersachsen,de
6614,Groß Ippener,Landkreis Oldenburg,Niedersachsen,de
6615,Harpstedt,Landkreis Oldenburg,Niedersachsen,de
6616,Hatten,Landkreis Oldenburg,Niedersachsen,de
6617,Hude (Oldenburg),Landkreis Oldenburg,Niedersachsen,de
6618,Kirchseelte,Landkreis Oldenburg,Niedersachsen,de
6619,Prinzhöfte,Landkreis Oldenburg,Niedersachsen,de
6620,Wardenburg,Landkreis Oldenburg,Niedersachsen,de
6621,Wildeshausen,Landkreis Oldenburg,Niedersachsen,de
6622,Winkelsett,Landkreis Oldenburg,Niedersachsen,de
6623,Agathenburg,Landkreis Stade,Niedersachsen,de
6624,Ahlerstedt,Landkreis Stade,Niedersachsen,de
6625,Apensen,Landkreis Stade,Niedersachsen,de
6626,Balje,Landkreis Stade,Niedersachsen,de
6627,Bargstedt,Landkreis Stade,Niedersachsen,de
6628,Beckdorf,Landkreis Stade,Niedersachsen,de
6629,Bliedersdorf,Landkreis Stade,Niedersachsen,de
6630,Brest,Landkreis Stade,Niedersachsen,de
6631,Burweg,Landkreis Stade,Niedersachsen,de
6632,Buxtehude,Landkreis Stade,Niedersachsen,de
6633,Deinste,Landkreis Stade,Niedersachsen,de
6634,Dollern,Landkreis Stade,Niedersachsen,de
6635,Drochtersen,Landkreis Stade,Niedersachsen,de
6636,Düdenbüttel,Landkreis Stade,Niedersachsen,de
6637,Engelschoff,Landkreis Stade,Niedersachsen,de
6638,Estorf,Landkreis Stade,Niedersachsen,de
6639,Fredenbeck,Landkreis Stade,Niedersachsen,de
6640,Freiburg (Elbe),Landkreis Stade,Niedersachsen,de
6641,Großenwörden,Landkreis Stade,Niedersachsen,de
6642,Grünendeich,Landkreis Stade,Niedersachsen,de
6643,Guderhandviertel,Landkreis Stade,Niedersachsen,de
6644,Hammah,Landkreis Stade,Niedersachsen,de
6645,Harsefeld,Landkreis Stade,Niedersachsen,de
6646,Heinbockel,Landkreis Stade,Niedersachsen,de
6647,Himmelpforten,Landkreis Stade,Niedersachsen,de
6648,Hollern-Twielenfleth,Landkreis Stade,Niedersachsen,de
6649,Horneburg,Landkreis Stade,Niedersachsen,de
6650,Jork,Landkreis Stade,Niedersachsen,de
6651,Kranenburg,Landkreis Stade,Niedersachsen,de
6652,Krummendeich,Landkreis Stade,Niedersachsen,de
6653,Kutenholz,Landkreis Stade,Niedersachsen,de
6654,Mittelnkirchen,Landkreis Stade,Niedersachsen,de
6655,Neuenkirchen,Landkreis Stade,Niedersachsen,de
6656,Nottensdorf,Landkreis Stade,Niedersachsen,de
6657,Oederquart,Landkreis Stade,Niedersachsen,de
6658,Oldendorf,Landkreis Stade,Niedersachsen,de
6659,Sauensiek,Landkreis Stade,Niedersachsen,de
6660,Stade,Landkreis Stade,Niedersachsen,de
6661,Steinkirchen,Landkreis Stade,Niedersachsen,de
6662,Wischhafen,Landkreis Stade,Niedersachsen,de
6663,Alfhausen,Landkreis Osnabrück,Niedersachsen,de
6664,Ankum,Landkreis Osnabrück,Niedersachsen,de
6665,Badbergen,Landkreis Osnabrück,Niedersachsen,de
6666,Bad Essen,Landkreis Osnabrück,Niedersachsen,de
6667,Bad Iburg,Landkreis Osnabrück,Niedersachsen,de
6668,Bad Laer,Landkreis Osnabrück,Niedersachsen,de
6669,Bad Rothenfelde,Landkreis Osnabrück,Niedersachsen,de
6670,Belm,Landkreis Osnabrück,Niedersachsen,de
6671,Berge,Landkreis Osnabrück,Niedersachsen,de
6672,Bersenbrück,Landkreis Osnabrück,Niedersachsen,de
6673,Bippen,Landkreis Osnabrück,Niedersachsen,de
6674,Bissendorf,Landkreis Osnabrück,Niedersachsen,de
6675,Bohmte,Landkreis Osnabrück,Niedersachsen,de
6676,Bramsche,Landkreis Osnabrück,Niedersachsen,de
6677,Dissen am Teutoburger Wald,Landkreis Osnabrück,Niedersachsen,de
6678,Eggermühlen,Landkreis Osnabrück,Niedersachsen,de
6679,Fürstenau,Landkreis Osnabrück,Niedersachsen,de
6680,Gehrde,Landkreis Osnabrück,Niedersachsen,de
6681,Georgsmarienhütte,Landkreis Osnabrück,Niedersachsen,de
6682,Glandorf,Landkreis Osnabrück,Niedersachsen,de
6683,Hagen am Teutoburger Wald,Landkreis Osnabrück,Niedersachsen,de
6684,Hasbergen,Landkreis Osnabrück,Niedersachsen,de
6685,Hilter am Teutoburger Wald,Landkreis Osnabrück,Niedersachsen,de
6686,Kettenkamp,Landkreis Osnabrück,Niedersachsen,de
6687,Melle,Landkreis Osnabrück,Niedersachsen,de
6688,Menslage,Landkreis Osnabrück,Niedersachsen,de
6689,Merzen,Landkreis Osnabrück,Niedersachsen,de
6690,Neuenkirchen,Landkreis Osnabrück,Niedersachsen,de
6691,Nortrup,Landkreis Osnabrück,Niedersachsen,de
6692,Ostercappeln,Landkreis Osnabrück,Niedersachsen,de
6693,Quakenbrück,Landkreis Osnabrück,Niedersachsen,de
6694,Rieste,Landkreis Osnabrück,Niedersachsen,de
6695,Voltlage,Landkreis Osnabrück,Niedersachsen,de
6696,Wallenhorst,Landkreis Osnabrück,Niedersachsen,de
6697,Apen,Landkreis Ammerland,Niedersachsen,de
6698,Bad Zwischenahn,Landkreis Ammerland,Niedersachsen,de
6699,Edewecht,Landkreis Ammerland,Niedersachsen,de
6700,Rastede,Landkreis Ammerland,Niedersachsen,de
6701,Westerstede,Landkreis Ammerland,Niedersachsen,de
6702,Wiefelstede,Landkreis Ammerland,Niedersachsen,de
6703,Bakum,Landkreis Vechta,Niedersachsen,de
6704,Damme,Landkreis Vechta,Niedersachsen,de
6705,Dinklage,Landkreis Vechta,Niedersachsen,de
6706,Goldenstedt,Landkreis Vechta,Niedersachsen,de
6707,Holdorf,Landkreis Vechta,Niedersachsen,de
6708,Lohne (Oldenburg),Landkreis Vechta,Niedersachsen,de
6709,Neuenkirchen-Vörden,Landkreis Vechta,Niedersachsen,de
6710,Steinfeld (Oldenburg),Landkreis Vechta,Niedersachsen,de
6711,Vechta,Landkreis Vechta,Niedersachsen,de
6712,Visbek,Landkreis Vechta,Niedersachsen,de
6713,Aurich,Landkreis Aurich,Niedersachsen,de
6714,Baltrum,Landkreis Aurich,Niedersachsen,de
6715,Berumbur,Landkreis Aurich,Niedersachsen,de
6716,Dornum,Landkreis Aurich,Niedersachsen,de
6717,Dornumersiel,Landkreis Aurich,Niedersachsen,de
6718,Großefehn,Landkreis Aurich,Niedersachsen,de
6719,Großheide,Landkreis Aurich,Niedersachsen,de
6720,Hage,Landkreis Aurich,Niedersachsen,de
6721,Hagermarsch,Landkreis Aurich,Niedersachsen,de
6722,Halbemond,Landkreis Aurich,Niedersachsen,de
6723,Hinte,Landkreis Aurich,Niedersachsen,de
6724,Ihlow,Landkreis Aurich,Niedersachsen,de
6725,Juist,Landkreis Aurich,Niedersachsen,de
6726,Krummhörn,Landkreis Aurich,Niedersachsen,de
6727,Leezdorf,Landkreis Aurich,Niedersachsen,de
6728,Lütetsburg,Landkreis Aurich,Niedersachsen,de
6729,Marienhafe,Landkreis Aurich,Niedersachsen,de
6730,Nesse,Landkreis Aurich,Niedersachsen,de
6731,Norden,Landkreis Aurich,Niedersachsen,de
6732,Norderney,Landkreis Aurich,Niedersachsen,de
6733,Osteel,Landkreis Aurich,Niedersachsen,de
6734,Rechtsupweg,Landkreis Aurich,Niedersachsen,de
6735,Südbrookmerland,Landkreis Aurich,Niedersachsen,de
6736,Upgant-Schott,Landkreis Aurich,Niedersachsen,de
6737,Wiesmoor,Landkreis Aurich,Niedersachsen,de
6738,Wirdum,Landkreis Aurich,Niedersachsen,de
6739,Aurich-Oldendorf,Landkreis Aurich,Niedersachsen,de
6740,Aurich,Landkreis Aurich,Niedersachsen,de
6741,Arle,Landkreis Aurich,Niedersachsen,de
6742,Akelsbarg,Landkreis Aurich,Niedersachsen,de
6743,Berumerfehn,Landkreis Aurich,Niedersachsen,de
6744,Bedekaspel,Landkreis Aurich,Niedersachsen,de
6745,Barstede,Landkreis Aurich,Niedersachsen,de
6746,Bargebur,Landkreis Aurich,Niedersachsen,de
6747,Bangstede,Landkreis Aurich,Niedersachsen,de
6748,Bagband,Landkreis Aurich,Niedersachsen,de
6749,Eilsum,Landkreis Aurich,Niedersachsen,de
6750,Egels,Landkreis Aurich,Niedersachsen,de
6751,Dornumergrode,Landkreis Aurich,Niedersachsen,de
6752,Dornum,Landkreis Aurich,Niedersachsen,de
6753,Diedrichsfeld,Landkreis Aurich,Niedersachsen,de
6754,Cirkwehrum,Landkreis Aurich,Niedersachsen,de
6755,Canum,Landkreis Aurich,Niedersachsen,de
6756,Canhusen,Landkreis Aurich,Niedersachsen,de
6757,Campen,Landkreis Aurich,Niedersachsen,de
6758,Brockzetel,Landkreis Aurich,Niedersachsen,de
6759,Groß Midlum,Landkreis Aurich,Niedersachsen,de
6760,Westermarsch II,Landkreis Aurich,Niedersachsen,de
6761,Süderneuland II,Landkreis Aurich,Niedersachsen,de
6762,Westermarsch I,Landkreis Aurich,Niedersachsen,de
6763,Süderneuland I,Landkreis Aurich,Niedersachsen,de
6764,Menstede,Landkreis Aurich,Niedersachsen,de
6765,Coldinne,Landkreis Aurich,Niedersachsen,de
6766,Zwischenbergen,Landkreis Aurich,Niedersachsen,de
6767,Wrisse,Landkreis Aurich,Niedersachsen,de
6768,Woquard,Landkreis Aurich,Niedersachsen,de
6769,Woltzeten,Landkreis Aurich,Niedersachsen,de
6770,Wiesmoor,Landkreis Aurich,Niedersachsen,de
6771,Wiesens,Landkreis Aurich,Niedersachsen,de
6772,Wiesederfehn,Landkreis Aurich,Niedersachsen,de
6773,Wiegboldsbur,Landkreis Aurich,Niedersachsen,de
6774,Westgroßefehn,Landkreis Aurich,Niedersachsen,de
6775,Westerhusen,Landkreis Aurich,Niedersachsen,de
6776,Westerende-Kirchloog,Landkreis Aurich,Niedersachsen,de
6777,Westerende-Holzloog,Landkreis Aurich,Niedersachsen,de
6778,Westerende,Landkreis Aurich,Niedersachsen,de
6779,Westerbur,Landkreis Aurich,Niedersachsen,de
6780,Westeraccumersiel,Landkreis Aurich,Niedersachsen,de
6781,Westeraccum,Landkreis Aurich,Niedersachsen,de
6782,Westdorf,Landkreis Aurich,Niedersachsen,de
6783,Wallinghausen,Landkreis Aurich,Niedersachsen,de
6784,Walle,Landkreis Aurich,Niedersachsen,de
6785,Voßbarg,Landkreis Aurich,Niedersachsen,de
6786,Visquard,Landkreis Aurich,Niedersachsen,de
6787,Victorbur,Landkreis Aurich,Niedersachsen,de
6788,Uttum,Landkreis Aurich,Niedersachsen,de
6789,Uthwerdum,Landkreis Aurich,Niedersachsen,de
6790,Upleward,Landkreis Aurich,Niedersachsen,de
6791,Ulbargen,Landkreis Aurich,Niedersachsen,de
6792,Timmel,Landkreis Aurich,Niedersachsen,de
6793,Tidofeld,Landkreis Aurich,Niedersachsen,de
6794,Theene,Landkreis Aurich,Niedersachsen,de
6795,Tannenhausen,Landkreis Aurich,Niedersachsen,de
6796,Suurhusen,Landkreis Aurich,Niedersachsen,de
6797,Strackholt,Landkreis Aurich,Niedersachsen,de
6798,Spetzerfehn,Landkreis Aurich,Niedersachsen,de
6799,Spekendorf,Landkreis Aurich,Niedersachsen,de
6800,Simonswolde,Landkreis Aurich,Niedersachsen,de
6801,Schwittersum,Landkreis Aurich,Niedersachsen,de
6802,Schirum,Landkreis Aurich,Niedersachsen,de
6803,Sandhorst,Landkreis Aurich,Niedersachsen,de
6804,Rysum,Landkreis Aurich,Niedersachsen,de
6805,Roggenstede,Landkreis Aurich,Niedersachsen,de
6806,Riepsterhammrich,Landkreis Aurich,Niedersachsen,de
6807,Riepe,Landkreis Aurich,Niedersachsen,de
6808,Rahe,Landkreis Aurich,Niedersachsen,de
6809,Popens,Landkreis Aurich,Niedersachsen,de
6810,Plaggenburg,Landkreis Aurich,Niedersachsen,de
6811,Pilsum,Landkreis Aurich,Niedersachsen,de
6812,Pfalzdorf,Landkreis Aurich,Niedersachsen,de
6813,Pewsum,Landkreis Aurich,Niedersachsen,de
6814,Ostgroßefehn,Landkreis Aurich,Niedersachsen,de
6815,Ostersander,Landkreis Aurich,Niedersachsen,de
6816,Ostermarsch,Landkreis Aurich,Niedersachsen,de
6817,Osterhusen,Landkreis Aurich,Niedersachsen,de
6818,Oldeborg,Landkreis Aurich,Niedersachsen,de
6819,Ochtelbur,Landkreis Aurich,Niedersachsen,de
6820,Norden,Landkreis Aurich,Niedersachsen,de
6821,Norddeich,Landkreis Aurich,Niedersachsen,de
6822,Neßmersiel,Landkreis Aurich,Niedersachsen,de
6823,Neuwesteel,Landkreis Aurich,Niedersachsen,de
6824,Münkeboe,Landkreis Aurich,Niedersachsen,de
6825,Moorhusen,Landkreis Aurich,Niedersachsen,de
6826,Moordorf,Landkreis Aurich,Niedersachsen,de
6827,Mittegroßefehn,Landkreis Aurich,Niedersachsen,de
6828,Middels,Landkreis Aurich,Niedersachsen,de
6829,Menstede-Coldinne,Landkreis Aurich,Niedersachsen,de
6830,Marcardsmoor,Landkreis Aurich,Niedersachsen,de
6831,Manslagt,Landkreis Aurich,Niedersachsen,de
6832,Ludwigsdorf,Landkreis Aurich,Niedersachsen,de
6833,Loquard,Landkreis Aurich,Niedersachsen,de
6834,Loppersum,Landkreis Aurich,Niedersachsen,de
6835,Leybuchtpolder,Landkreis Aurich,Niedersachsen,de
6836,Langefeld,Landkreis Aurich,Niedersachsen,de
6837,Kirchdorf,Landkreis Aurich,Niedersachsen,de
6838,Jennelt,Landkreis Aurich,Niedersachsen,de
6839,Ihlowerfehn,Landkreis Aurich,Niedersachsen,de
6840,Holtrop,Landkreis Aurich,Niedersachsen,de
6841,Hinte,Landkreis Aurich,Niedersachsen,de
6842,Haxtum,Landkreis Aurich,Niedersachsen,de
6843,Hamswehrum,Landkreis Aurich,Niedersachsen,de
6844,Großheide,Landkreis Aurich,Niedersachsen,de
6845,Groothusen,Landkreis Aurich,Niedersachsen,de
6846,Grimersum,Landkreis Aurich,Niedersachsen,de
6847,Greetsiel,Landkreis Aurich,Niedersachsen,de
6848,Georgsfeld,Landkreis Aurich,Niedersachsen,de
6849,Freepsum,Landkreis Aurich,Niedersachsen,de
6850,Forlitz-Blaukirchen,Landkreis Aurich,Niedersachsen,de
6851,Fiebing,Landkreis Aurich,Niedersachsen,de
6852,Felde,Landkreis Aurich,Niedersachsen,de
6853,Extum,Landkreis Aurich,Niedersachsen,de
6854,Berne,Landkreis Wesermarsch,Niedersachsen,de
6855,Brake,Landkreis Wesermarsch,Niedersachsen,de
6856,Butjadingen,Landkreis Wesermarsch,Niedersachsen,de
6857,Elsfleth,Landkreis Wesermarsch,Niedersachsen,de
6858,Jade,Landkreis Wesermarsch,Niedersachsen,de
6859,Lemwerder,Landkreis Wesermarsch,Niedersachsen,de
6860,Nordenham,Landkreis Wesermarsch,Niedersachsen,de
6861,Ovelgönne,Landkreis Wesermarsch,Niedersachsen,de
6862,Stadland,Landkreis Wesermarsch,Niedersachsen,de
6863,Blomberg,Landkreis Wittmund,Niedersachsen,de
6864,Esens,Landkreis Wittmund,Niedersachsen,de
6865,Eversmeer,Landkreis Wittmund,Niedersachsen,de
6866,Friedeburg,Landkreis Wittmund,Niedersachsen,de
6867,Holtgast,Landkreis Wittmund,Niedersachsen,de
6868,Langeoog,Landkreis Wittmund,Niedersachsen,de
6869,Moorweg,Landkreis Wittmund,Niedersachsen,de
6870,Nenndorf,Landkreis Wittmund,Niedersachsen,de
6871,Neuharlingersiel,Landkreis Wittmund,Niedersachsen,de
6872,Neuschoo,Landkreis Wittmund,Niedersachsen,de
6873,Ochtersum,Landkreis Wittmund,Niedersachsen,de
6874,Schweindorf,Landkreis Wittmund,Niedersachsen,de
6875,Spiekeroog,Landkreis Wittmund,Niedersachsen,de
6876,Stedesdorf,Landkreis Wittmund,Niedersachsen,de
6877,Utarp,Landkreis Wittmund,Niedersachsen,de
6878,Werdum,Landkreis Wittmund,Niedersachsen,de
6879,Westerholt,Landkreis Wittmund,Niedersachsen,de
6880,Wittmund,Landkreis Wittmund,Niedersachsen,de
